id,user_input,uri,doi,title,authors,year,citations_gs,citations_wos
3909,,,10.1016/j.radmeas.2010.11.016,Space radiation damage to HDTV camera CCDs onboard the international space station,"Nagamatsu, A.; Murakami, K.; Yokota, A.; Yamazaki, J.; Yamauchi, M.; Kitajo, K.; Kumagai, H.; Tawara, H.",2011,,3
3910,,,,Analyses of CCD images of nucleon-silicon interaction events,"Chugg, AA; Jones, R; Moutrie, MJ; Dyer, CS; Ryden, KA; Truscott, PR; Armstrong, None; King, DBS",2004,,0
3911,,,10.1109/tns.2008.2004875,New Approach for the Prediction of CCD Dark Current Distribution in a Space Radiation Environment,"Gilard, Olivier; Boutillier, Mathieu; Quadri, Gianandrea; Rolland, Guy; Germanicus, Rosine",2008,,9
3912,,,10.1117/12.405333,Radiation-induced dark current increase in CMOS Active Pixel Sensors,"Bogaerts, J; Dierickx, B; Van Hoof, C",2000,,7
3913,,,10.1109/tns.2002.1039695,Enhanced dark current generation in proton-irradiated CMOS active pixel sensors,"Bogaerts, J; Dierickx, B; Mertens, R",2002,,36
3914,,,10.1109/tns.2010.2041672,Comparison of Measurements of Charge Transfer Inefficiencies in a CCD With High-Speed Column Parallel Readout,"Sopczak, Andre; Aoulmit, Salim; Bekhouche, Khaled; Bowdery, Chris; Buttar, Craig; Damerell, Chris; Djendaoui, Dahmane; Dehimi, Lakhdar; Gao, Rui; Greenshaw, Tim; Koziel, Michal; Maneuski, Dzmitry; Nomerotski, Andrei; Sengouga, Nouredine; Stefanov, Konstantin; Tikkanen, Tuomo; Woolliscroft, Tim; Worm, Steve; Zhang, Zhige",2010,,0
3915,,,10.1016/j.nima.2003.11.041,Proton damage in the E2V swept charge device,"Holland, AD; Hutchinson, IB; Smith, DR; Pool, P",2004,,12
3916,,,10.1109/tns.2002.806301,Heavy ion-induced charge collection mechanisms in CMOS active pixel sensor,"Belredon, None; David, JP; Lewis, D; Beauchene, T; Pouget, None; Barde, S; Magnan, P",2002,,9
3917,,,10.1134/s1063785010070084,Experimental investigation of the effect of high-energy protons on charge-coupled devices,"Ermakov, K. N.; Ivanov, N. A.; Lobanov, O. V.; Pashuk, V. V.; Tverskoy, M. G.; Lyubinskii, S. M.",2010,,0
3918,,,,Radiation effects on active pixel sensors.,"Cohen, M; David, JP",1999,,1
3919,,,10.1109/23.556840,A new model for generation-recombination in silicon depletion regions after neutron irradiation,"Watts, SJ; Matheson, J; HopkinsBond, IH; HolmesSiedle, A; Mohammadzadeh, A; Pace, R",1996,,63
3920,,,10.1086/673179,Bad Pixel Modified Interpolation for Astronomical Images,"Popowicz, A.; Kurek, A. R.; Filus, Z.",2013,,6
3921,,,10.1109/tns.2004.839250,Measurement of device parameters using image recovery techniques in large-scale IC devices,"Scheick, L; Edmonds, L",2004,,2
3922,,,10.1109/ted.2002.807251,Total dose and displacement damage effects in a radiation-hardened CMOS APS,"Bogaerts, J; Dierickx, B; Meynants, G; Uwaerts, D",2003,,51
3923,,,10.1051/0004-6361/201117660,Recovering Swift-XRT energy resolution through CCD charge trap mapping,"Pagani, C.; Beardmore, A. P.; Abbey, A. F.; Mountford, C.; Osborne, J. P.; Capalbi, M.; Perri, M.; Angelini, L.; Burrows, D. N.; Campana, S.; Cusumano, G.; Evans, P. A.; Kennea, J. A.; Moretti, A.; Page, K. L.; Starling, R. L. C.",2011,,4
3924,,,,CMOS-based VUV detectors for the Solar Orbiter,"Pace, E; Cidronali, A; Coffa, S; Uslenghi, D; Libertino, S; Focardi, M; Collodi, G; Fiorini, M; Gori, L; Pini, A; De Sio, A; Romoli, M",2001,,1
3925,,,,DETECTORS FOR SPACE SCIENCE - Future requirements and considerations for flight detectors,"Clampin, Mark; Lumb, David; Sirianni, Marco; Smith, Edward",2006,,0
3926,,,,Single particle damage events in candidate star camera sensors,"Marshall, P; Marshall, C; Polidan, E; Wacyznski, A; Johnson, S",2005,,0
3927,,,,A fault-tolerant active pixel sensor for mitigating hot pixel defects,"Dudas, J.; Jung, C.; La Haye, M. L.; Chapman, G. H.",2007,,0
3928,,,10.7498/aps.64.114214,Particle transport simulation and effect analysis of CCD irradiated by protons,"Zeng Jun-Zhe, None; He Cheng-Fa, None; Li Yu-Dong, None; Guo Qi, None; Wen Lin, None; Wang Bo, None; Maria, None; Wang Hai-Jiao, None",2015,,0
3929,,,10.1016/j.nima.2003.08.057,Active pixel array devices in space missions,"Hopkinson, GR; Purll, DJ; Abbey, AF; Short, A; Watson, DJ; Wells, A",2003,,8
3930,,,10.1109/23.903792,Universal damage factor for radiation-induced dark current in silicon devices,"Srour, None; Lo, DH",2000,,66
3931,,,10.1109/tns.2009.2017744,Analysis of CCD Dark Current Degradation in Orbit,"Penquer, Antoine; Boutillier, Mathieu; Rolland, Guy; Gilard, Olivier; Fougnie, Bertrand; Porez, Florence",2009,,3
3932,,,10.1109/23.819155,Proton damage effects on P-channel CCDs,"Hopkinson, GR",1999,,32
3933,,,10.1109/tns.2015.2497405,Radiation Effects in CCD on CMOS Devices: First Analysis of TID and DDD Effects,"Marcelot, O.; Goiffon, V.; Raine, M.; Duhamel, O.; Gaillardin, M.; Molina, R.; Magnan, P.",2015,,0
3934,,,10.1109/tns.2013.2261316,Displacement Damage Effects in Irradiated Semiconductor Devices,"Srour, J. R.; Palko, J. W.",2013,,15
3935,,,10.1109/tns.2016.2550619,Impact of the Border Crossing Effects on the DCNU for Pixel Arrays Irradiated With High Energy Protons,"Ursule, Marie Cecile; Inguimbert, C.; Nuns, T.",2016,,0
3936,,,10.1117/12.2234628,Cryogenic Irradiation of an EMCCD for the WFIRST Coronagraph: Preliminary Performance Analysis,"Bush, Nathan; Hall, David; Holland, Andrew; Burgon, Ross; Murray, Neil; Gow, Jason; Jordan, Douglas; Demers, Richard; Harding, Leon K.; Nemati, Bijan; Hoenk, Michael; Michaels, Darren; Peddada, Pavani",2016,,0
3937,,,,Star tracker focal plane evaluation for the JIMO mission,"Jerebets, Sergei",2006,,0
3938,,,10.1038/nature05497,Dark matter maps reveal cosmic scaffolding,"Massey, Richard; Rhodes, Jason; Ellis, Richard; Scoville, Nick; Leauthaud, Alexie; Finoguenov, Alexis; Capak, Peter; Bacon, David; Aussel, Herve; Kneib, Jean-Paul; Koekemoer, Anton; McCracken, Henry; Mobasher, Bahram; Pires, Sandrine; Refregier, Alexandre; Sasaki, Shunji; Starck, Jean-Luc; Taniguchi, Yoshi; Taylor, Andy; Taylor, James",2007,,190
3939,,,10.1023/a:1008937204950,Impact of high energy particle irradiation on the electrical performance of Si1-xGex epitaxial diodes,"Ohyama, H; Hayama, K; Hakata, T; Simoen, E; Claeys, C; Poortmans, J; Caymax, M; Takami, Y; Sunaga, H",1999,,1
3940,,,,Influence of terrestrial cosmic rays on the reliability of CCD image sensors,"Theuwissen, AJP",2005,,0
3941,,,,Initial Proton Damage Comparison of an e2v Technologies N-channel and P-channel CCD204,"Gow, J. P. D.; Murray, N. J.; Holland, A. D.; Burt, D.",2013,,0
3942,,,10.1109/tns.2004.839164,Analyses of images of neutron interactions and single particle displacement damage in CCD Arrays,"Chugg, AA; Jones, R; Moutrie, MJ; Truscott, PR",2004,,19
3943,,,10.1088/1748-0221/9/12/c12028,"Studying charge-trapping defects within the silicon lattice of a p-channel CCD using a single-trap ""pumping"" technique","Wood, D.; Hall, D. J.; Murray, N. J.; Gow, J. P. D.; Holland, A.; Turner, P.; Burt, D.",2014,,5
3944,,,10.1117/12.508455,Hot pixel behavior in WFC3CCD detectors irradiated under operational conditions,"Polidan, EJ; Waczynski, A; Marshall, P; Johnson, SD; Marshall, C; Reed, R; Kimble, RA; Delo, G; Schlossberg, D; Russell, AM; Beck, T; Wen, YT; Yagelowich, J; Hill, RJ; Wassell, E",2003,,3
3945,,,10.1117/12.450069,Diamond-based vacuum UV photodetectors for space applications,"Pace, E; Cidronali, A; Libertino, S; Uslenghi, M; Coffa, S; Focardia, M; Collodi, G; Fiorini, M; Pini, A; De Sio, A",2001,,4
3946,,,,Hot pixel generation in active pixel sensors: Dosimetric and microdosimetric response,"Scheick, L; Novak, F",2004,,0
3947,,,10.1007/bf02349558,Factors determining the lifetime damage coefficients and the low-frequency noise in MeV proton irradiated silicon diodes,"Simoen, E; Claeys, C; Ohyama, H; Takami, Y; Sunaga, H",1999,,2
3948,,,,SIMULATION OF CCD DEGRADATION INDUCED BY PROTONS IRRADIATION,"Wang Zujun, None; Huang Shaoyan, None; Liu Minbo, None; Tang Benqi, None; Xiao Zhigang, None; Zhang Yong, None",2011,,0
3949,,,10.1063/1.4919786,Proton irradiation effects on the thermoelectric properties in single-crystalline Bi nanowires,"Chang, Taehoo; Kim, Jeongmin; Song, Min-Jung; Lee, Wooyoung",2015,,0
3950,,,10.1117/12.552111,A study of hot pixel annealing in the hubble space telescope wide field camera 3 CCDs,"Polidan, EJ; Waczynski, A; Marshall, P; Johnson, SD; Marshall, C; Reed, R; Kimble, RA; Delo, G; Schlossberg, D; Russell, AM; Beck, T; Wen, YT; Yagelowich, J; Hill, RJ",2004,,6
3951,,,10.1109/tns.2010.2042613,Current and Future Challenges in Radiation Effects on CMOS Electronics,"Dodd, P. E.; Shaneyfelt, M. R.; Schwank, J. R.; Felix, J. A.",2010,,82
3952,,,10.1118/1.3457332,Hybrid x-ray/optical luminescence imaging: Characterization of experimental conditions,"Carpenter, C. M.; Sun, C.; Pratx, G.; Rao, R.; Xing, L.",2010,,37
3953,,,10.1016/j.nima.2012.05.059,Comparison of proton irradiated P-channel and N-channel CCDs,"Gow, Jason P. D.; Murray, Neil J.; Holland, Andrew D.; Burt, David; Pool, Peter J.",2012,,5
3954,,,,Space weather effects on technology,"Valtonen, E",2005,,3
3955,,,10.1109/23.101192,PARTICLE-INDUCED SPATIAL DARK CURRENT FLUCTUATIONS IN FOCAL PLANE ARRAYS,"DALE, CJ; MARSHALL, PW; BURKE, EA",1990,,36
3956,,,10.1109/5.90114,RADIATION EFFECTS ON MICROELECTRONICS IN SPACE,"SROUR, None; MCGARRITY, JM",1988,,76
3957,,,10.1109/23.340532,A COMPARISON OF MONTE-CARLO AND ANALYTIC TREATMENTS OF DISPLACEMENT DAMAGE IN SI MICROVOLUMES,"DALE, CJ; CHEN, L; MCNULTY, PJ; MARSHALL, PW; BURKE, EA",1994,,43
3958,,,10.1109/23.124160,TECHNIQUES FOR MINIMIZING SPACE PROTON DAMAGE IN SCIENTIFIC CHARGE-COUPLED-DEVICES,"HOLLAND, A; HOLMESSIEDLE, A; JOHLANDER, B; ADAMS, L",1991,,22
3959,,,10.1109/tns.1986.4334648,PERMANENT DAMAGE PRODUCED BY SINGLE PROTON INTERACTIONS IN SILICON DEVICES,"SROUR, None; HARTMANN, RA; KITAZAKI, KS",1986,,39
3960,,,10.1109/23.45381,THE GENERATION LIFETIME DAMAGE FACTOR AND ITS VARIANCE IN SILICON,"DALE, CJ; MARSHALL, PW; BURKE, EA; SUMMERS, GP; BENDER, GE",1989,,35
3961,,,,CORRELATION OF PARTICLE-INDUCED DISPLACEMENT DAMAGE IN SILICON,"SUMMERS, GP; BURKE, EA; DALE, CJ; WOLICKI, EA; MARSHALL, PW; GEHLHAUSEN, MA",1987,,130
3962,,,10.1109/16.78394,A MODEL FOR CHARGE-TRANSFER IN BURIED-CHANNEL CHARGE-COUPLED-DEVICES AT LOW-TEMPERATURE,"BANGHART, EK; LAVINE, JP; TRABKA, EA; NELSON, ET; BURKEY, BC",1991,,28
3963,,,10.1109/23.340533,PROTON-INDUCED CHARGE-TRANSFER DEGRADATION IN CCDS FOR NEAR-ROOM TEMPERATURE APPLICATIONS,"HOPKINS, IH; HOPKINSON, GR; JOHLANDER, B",1994,,19
3964,,,10.1109/23.273497,DISPLACEMENT DAMAGE EFFECTS IN MIXED PARTICLE ENVIRONMENTS FOR SHIELDED SPACECRAFT CCDS,"DALE, C; MARSHALL, P; CUMMINGS, B; SHAMEY, L; HOLLAND, A",1993,,59
3965,,,10.1117/12.156564,EFFECTS OF SPACE RADIATION-DAMAGE AND TEMPERATURE ON CCD NOISE FOR THE LYMAN FUSE MISSION,"MUROWINSKI, RG; GAO, LZ; DEEN, MJ",1993,,3
3966,,,10.1109/23.45380,PROTON DAMAGE EFFECTS IN AN EEV CCD IMAGER,"HOPKINSON, GR; CHLEBEK, C",1989,,18
3967,,,10.1109/23.101191,PROTON-INDUCED DISPLACEMENT DAMAGE DISTRIBUTIONS AND EXTREMES IN SILICON MICROVOLUMES,"MARSHALL, PW; DALE, CJ; BURKE, EA",1990,,47
3968,,,10.1109/tns.1987.4337522,"IONIZING-RADIATION EFFECTS IN N-CHANNEL (HG,CD)TE MISFETS WITH ANODIC SULFIDE PASSIVATION","WATERMAN, None; SCHIEBEL, RA",1987,,6
3969,,,10.1109/23.211399,"COBALT60 AND PROTON RADIATION EFFECTS ON LARGE FORMAT, 2-D, CCD ARRAYS FOR AN EARTH IMAGING APPLICATION","HOPKINSON, GR",1992,,38
3970,,,10.1109/16.69907,DYNAMIC SUPPRESSION OF INTERFACE-STATE DARK CURRENT IN BURIED-CHANNEL CCDS,"BURKE, BE; GAJAR, SA",1991,,36
3971,,,10.1117/12.206506,SANDBOX CCDS,"JANESICK, J; ELLIOTT, T; WINZENREAD, R; PINTER, J; DYCK, R",1995,,8
3972,,,10.1109/23.101204,IMAGING CHARGE-COUPLED DEVICE (CCD) TRANSIENT-RESPONSE TO 17 AND 50 MEV PROTON AND HEAVY-ION IRRADIATION,"LOMHEIM, TS; SHIMA, RM; ANGIONE, None; WOODWARD, WF; ASMAN, DJ; KELLER, RA; SCHUMANN, LW",1990,,20
3973,,,10.1109/23.211362,STUDY OF ELECTRICALLY ACTIVE LATTICE-DEFECTS IN CF-252 AND PROTON IRRADIATED SILICON DIODES,"TRAUWAERT, MA; VANHELLEMONT, J; SIMOEN, E; CLAEYS, C; JOHLANDER, B; ADAMS, L; CLAUWS, P",1992,,11
3974,,,10.1109/23.45460,DEPLETION REGION GEOMETRY ANALYSIS APPLIED TO SINGLE EVENT SENSITIVITY,"LANGWORTHY, JB",1989,,16
3975,,,10.1117/12.7974147,ANALYTIC MODELING OF CHARGE DIFFUSION IN CHARGE-COUPLED-DEVICE IMAGERS,"HOPKINSON, GR",1987,,46
3976,,,10.1109/t-ed.1987.22921,CHARGE DETECTION MODELING IN SOLID-STATE IMAGE SENSORS,"PIMBLEY, JM; MICHON, GJ",1987,,12
3977,,,10.1109/23.221053,EFFECTS OF SPACE RADIATION-DAMAGE AND TEMPERATURE ON THE NOISE IN CCDS AND LDD MOS-TRANSISTORS,"MUROWINSKI, RG; GAO, LZ; DEEN, MJ",1993,,8
3978,,,10.1109/16.469396,A TECHNIQUE TO MEASURE TRAP CHARACTERISTICS IN CCDS USING X-RAYS,"GENDREAU, KC; PRIGOZHIN, GY; HUANG, RK; BAUTZ, MW",1995,,14
3979,,,10.1016/0168-9002(95)00291-x,MEASURED AND MODELED CCD RESPONSE TO PROTONS IN THE ENERGY-RANGE 50 TO 300 MEV,"MCCARTHY, KJ; OWENS, A; WELLS, A; HAJDAS, W; MATTENBERGER, F; ZEHNDER, A",1995,,4
3980,,,,GAMMA-INDUCED NOISE IN CCDS,"BURKE, EA; BOYLE, JJ; HUEMMLER, HJ",1981,,20
3981,,,10.2307/3578806,ENERGY DEPOSITION AND IONIZATION FLUCTUATIONS INDUCED BY IONS IN SMALL SITES - AN ANALYTICAL APPROACH,"XAPSOS, MA; BURKE, EA; SHAPIRO, P; SUMMERS, GP",1994,,14
3982,,,10.1063/1.100949,DISPLACEMENT DAMAGE EQUIVALENT TO DOSE IN SILICON DEVICES,"DALE, CJ; MARSHALL, PW; SUMMERS, GP; WOLICKI, EA; BURKE, EA",1989,,20
3983,,,,DEFECTS IN IRRADIATED SILICON - ELECTRON PARAMAGNETIC RESONANCE + ELECTRON-NUCLEAR DOUBLE RESONANCE OF SI-E CENTER,"WATKINS, GD; CORBETT, JW",1964,,662
3984,,,10.1109/t-ed.1979.19680,MODELING DIFFUSION AND COLLECTION OF CHARGE FROM IONIZING-RADIATION IN SILICON DEVICES,"KIRKPATRICK, S",1979,,88
3985,,,10.1109/23.273552,RANDOM TELEGRAPH SIGNALS FROM PROTON-IRRADIATED CCDS,"HOPKINS, IH; HOPKINSON, GR",1993,,48
3986,,,10.1109/tns.1986.4334592,ENERGY-DEPENDENCE OF PROTON-INDUCED DISPLACEMENT DAMAGE IN SILICON,"BURKE, EA",1986,,101
3987,,,10.1109/23.45375,ENHANCED DISPLACEMENT DAMAGE EFFECTIVENESS IN IRRADIATED SILICON DEVICES,"SROUR, None; HARTMANN, RA",1989,,45
3988,,,10.1109/23.489255,Further measurements of random telegraph signals in proton irradiated CCDs,"Hopkins, IH; Hopkinson, GR",1995,,43
3989,,,10.1063/1.329243,THE EFFECT OF SEA-LEVEL COSMIC-RAYS ON ELECTRONIC DEVICES,"ZIEGLER, JF; LANFORD, WA",1981,,71
3990,,,10.1063/1.326503,DISTRIBUTION FUNCTION FOR ION TRACK LENGTHS IN RECTANGULAR VOLUMES,"BRADFORD, JN",1979,,18
3991,,,10.1109/23.340531,"TOTAL, DOSE AND PROTON TESTING OF A COMMERCIAL HGCDTE ARRAY","HOPKINSON, GR; BADDILEY, CJ; GUY, DRP; PARSONS, JE",1994,,1
3992,,,10.1109/23.45376,DISPLACEMENT DAMAGE EXTREMES IN SILICON DEPLETION REGIONS,"MARSHALL, PW; DALE, CJ; BURKE, EA; SUMMERS, GP; BENDER, GE",1989,,44
3993,,,10.1109/t-ed.1987.23348,COUNTING OF DEEP-LEVEL TRAPS USING A CHARGE-COUPLED DEVICE,"MCGRATH, RD; DOTY, J; LUPINO, G; RICKER, G; VALLERGA, J",1987,,49
3994,,,10.1016/0168-9002(93)90374-q,THE EFFECT OF BULK TRAPS IN PROTON IRRADIATED EEV CCDS,"HOLLAND, AD",1993,,40
3995,,,10.1109/5.90113,THE SPACE RADIATION ENVIRONMENT FOR ELECTRONICS,"STASSINOPOULOS, EG; RAYMOND, JP",1988,,106
3996,,,10.1109/23.387356,RADIATION-DAMAGE FACTOR FOR ION-IMPLANTED SILICON DETECTORS IRRADIATED WITH HEAVY-IONS,"KUROKAWA, M; MOTOBAYASHI, T; IEKI, K; SHIMOURA, S; MURAKAMI, H; IKEDA, Y; MORIYA, S; YANAGISAWA, Y; NOMURA, T",1995,,17
3997,,,10.1016/0969-806x(94)90203-8,RADIATION EFFECTS ON SOLID-STATE IMAGING DEVICES,"HOPKINSON, GR",1994,,10
3998,,,10.1109/16.370073,MONOLITHIC CCD IMAGERS IN HGCDTE,"WADSWORTH, MV; BORRELLO, None; DODGE, J; GOOCH, R; MCCARDEL, W; NADO, G; SHILHANEK, MD",1995,,4
3999,,,,ATOMIC DISPLACEMENT AND TOTAL IONIZING DOSE DAMAGE IN SEMICONDUCTORS,"BRAUNIG, D; WULF, F",1994,,7
4000,,,10.1117/12.148596,A 26.2 MILLION PIXEL CCD IMAGE SENSOR,"CHAMBERLAIN, SG; KAMASZ, None; MA, F; WASHKURAK, WD; FARRIER, M; JENKINS, PT",1993,,2
4001,,,10.1117/12.148595,"NEW LOW-NOISE RANDOM-ACCESS, RADIATION-RESISTANT AND LARGE-FORMAT CHARGE INJECTION DEVICE (CID) IMAGERS","CARBONE, J; ZARNOWSKI, J; ARNOLD, F; HUTTON, J",1993,,1
4002,,,,IONIZING-RADIATION DOSIMETRY AND NOISE IN SMALL GEOMETRY DEVICES,"VICKERS, VE; SHEPHERD, FD; BURKE, EA",1974,,8
4003,,,10.1016/j.mee.2011.07.001,Current transport mechanisms and deep level transient spectroscopy of Au/n-Si Schottky barrier diodes,"Evans-Freeman, J. H.; El-Nahass, M. M.; Farag, A. A. M.; Elhaji, A.",2011,,12
4004,,,,"I-V, C-V and deep level transient spectroscopy study of 24 MeV proton-irradiated bipolar junction transistor","Madhu, K. V.; Kulkarni, S. R.; Damle, R.",2010,,1
4005,,,10.1109/tns.2012.2183615,Synergistic Radiation Effects on PNP Transistors Caused by Protons and Electrons,"Li, Xingji; Liu, Chaoming; Geng, Hongbin; Rui, Erming; Yang, Dezhuang; He, Shiyu",2012,,11
4006,,,10.1016/j.nima.2016.03.083,A comparison of lower and higher LET heavy ion irradiation effects on silicon NPN rf power transistors,"Bharathi, M. N.; Pushpa, N.; Vinayakprasanna, N. H.; Prakash, A. P. Gnana",2016,,0
4007,,,10.1063/1.3682108,Molecular dynamics simulations of damage production by thermal spikes in Ge,"Lopez, Pedro; Pelaz, Lourdes; Santos, Ivan; Marques, Luis A.; Aboy, Maria",2012,,2
4008,,,,Tritiation of semiconductor materials for micropower application,"Liu, Baojun; Kherani, Nazir P.; Zukotynski, Stefan; Antoniazzi, Armando B.; Chen, Kevin P.",2008,,1
4009,,,10.2298/ntrp1402116o,EFFECTS OF ION BEAMS ON FLASH MEMORY CELLS,"Obrenovic, Marija D.; Lazarevic, Djordje R.; Dolicanin, Edin C.; Vujisic, Milos Lj.",2014,,0
4010,,,10.1364/oe.24.004299,Pixel pitch and particle energy influence on the dark current distribution of neutron irradiated CMOS image sensors,"Belloir, Jean-Marc; Goiffon, Vincent; Virmontois, Cedric; Raine, Melanie; Paillet, Philippe; Duhamel, Olivier; Gaillardin, Marc; Molina, Romain; Magnan, Pierre; Gilard, Olivier",2016,,0
4011,,,,Design Diversity Redundancy With Spatial-Temporal Voting Applied to Data Acquisition Systems,"Chenet, Cristiano P.; Lanot, Alisson J. C.; Balen, Tiago R.",2014,,0
4012,,,10.1016/j.nimb.2006.10.063,DLTS study of deep level defects in Li-ion irradiated bipolar junction transistor,"Madhu, K. V.; Kulkarni, S. R.; Ravindra, M.; Damle, R.",2007,,16
4013,,,10.1088/0268-1242/24/10/105023,Theoretical study of neutron effects on PIN photodiodes with deep-trap levels,"Cappelletti, M. A.; Cedola, A. P.; Peltzer y Blanca, E. L.",2009,,5
4014,,,10.1142/9789812819093_0120,GEANT4 APPLICATIONS IN SPACE,"Asai, Makoto",2008,,0
4015,,,10.1109/tns.2012.2230646,"Experimental Study of Defect Formations in GaAs Devices Using Gain, Photoluminescence and Deep Level Transient Spectroscopy","Bielejec, E.; Vizkelethy, G.; Fleming, R. M.; Serkland, D. K.; McDonald, J. K.; Patrizi, G. A.; King, D. B.",2013,,0
4016,,,10.1016/j.nima.2015.03.062,Simulation of synergistic effects on lateral PNP bipolar transistors induced by neutron and gamma irradiation,"Wang, Chenhui; Bai, Xiaoyan; Chen, Wei; Yang, Shanchao; Liu, Yan; Jin, Xiaoming; Ding, Lili",2015,,0
4017,,,10.1016/bs.semsem.2015.03.001,Electron and Proton Irradiation of Silicon,"Larsen, Arne Nylandsted; Mesli, Abdelmadjid",2015,,0
4018,,,10.1109/tns.2009.2039355,Combined Radiation Effects of Protons and Electrons on NPN Transistors,"Li, Xingji; Geng, Hongbin; Liu, Chaoming; Zhao, Zhiming; Yang, Dezhuang; He, Shiyu",2010,,25
4019,,,10.1109/ted.2012.2187059,Betavoltaic Performance of Radiation-Hardened High-Efficiency Si Space Solar Cells,"Bao, Ruqiang; Brand, Peter J.; Chrisey, Douglas B.",2012,,5
4020,,,10.1088/1748-0221/9/04/p04004,Study of the radiation damage of Silicon Photo-Multipliers at the GELINA facility,"Andreotti, M.; Baldini, W.; Calabrese, R.; Cibinetto, G.; Ramusino, A. Cotta; De Donato, C.; Faccini, R.; Fiorini, M.; Luppi, E.; Malaguti, R.; Montanari, A.; Pietropaolo, A.; Santoro, V.; Tellarini, G.; Tomassetti, L.; Tosi, N.",2014,,0
